credit_card_num,card_code,expire_month,expire_year,card_type,Owner_email
6.48E+14,683,1,2029,Discover,smoscoci@nsu.edu
6.27E+14,328,2,2023,Discover,nlinfieldkq@nsu.edu
6.77E+14,988,8,2027,Discover,kpitkethlym3@nsu.edu
6.46E+14,579,12,2030,Discover,bmasseirl@nsu.edu
6.31E+14,262,7,2032,Discover,hheatlie5m@nsu.edu
6.97E+14,744,4,2025,Discover,hjehaes86@nsu.edu
6.71E+14,0,11,2028,Discover,ddinnegesma@nsu.edu
6.54E+14,561,6,2030,Discover,ipykeoq@nsu.edu
6.22E+14,293,3,2024,Discover,tmcinultyqh@nsu.edu
6.83E+14,281,7,2029,Discover,apernell55@nsu.edu
6.48E+14,916,12,2025,Discover,ksherwen5w@nsu.edu
6.30E+14,908,11,2023,Discover,ulesorbh@nsu.edu
6.61E+14,259,6,2030,Discover,arainards@nsu.edu
6.83E+14,197,8,2025,Discover,uausting29@nsu.edu
6.47E+14,690,2,2029,Discover,mnarramore8k@nsu.edu
6.44E+14,590,5,2028,Discover,fmckiedg@nsu.edu
6.14E+14,203,4,2024,Discover,bfeatherstonegu@nsu.edu
6.84E+14,530,12,2029,Discover,lcootesj9@nsu.edu
6.15E+14,505,12,2025,Discover,ogully4r@nsu.edu
6.51E+14,918,11,2023,Discover,vhriinchenko8e@nsu.edu
6.71E+14,700,6,2026,Discover,cberginfh@nsu.edu
6.87E+14,700,12,2027,Discover,akoppkekx@nsu.edu
6.38E+14,814,5,2023,Discover,cnodes5j@nsu.edu
6.63E+14,396,9,2025,Discover,bselwyneaf@nsu.edu
6.94E+14,259,8,2023,Discover,gpantridgebr@nsu.edu
6.50E+14,413,8,2023,Discover,tlewishamn6@nsu.edu
6.06E+14,659,11,2032,Discover,rglanvillenm@nsu.edu
6.66E+14,386,10,2024,Discover,jgutman58@nsu.edu
6.59E+14,284,6,2025,Discover,btompion9f@nsu.edu
6.84E+14,53,4,2027,Discover,dwatmoughh2@nsu.edu
6.17E+14,213,3,2029,Discover,ahilland1w@nsu.edu
6.90E+14,827,5,2023,Discover,daddams9d@nsu.edu
6.28E+14,993,11,2030,Discover,bsibyllaqj@nsu.edu
6.41E+14,613,1,2029,Discover,rwattersd0@nsu.edu
6.12E+14,481,6,2029,Discover,ablood8y@nsu.edu
6.42E+14,911,11,2029,Discover,abromilowf6@nsu.edu
6.13E+14,999,3,2025,Discover,bgiannazzigf@nsu.edu
6.02E+14,74,3,2031,Discover,bmayhou25@nsu.edu
6.10E+14,174,1,2028,Discover,bdubbled8@nsu.edu
6.45E+14,256,9,2028,Discover,aanthonyf3@nsu.edu
6.15E+14,127,10,2028,Discover,aashmentq1@nsu.edu
6.95E+14,466,11,2028,Discover,mgandeya3@nsu.edu
6.82E+14,783,1,2030,Discover,ykopec5o@nsu.edu
6.12E+14,916,11,2023,Discover,ahamillqg@nsu.edu
6.21E+14,872,6,2028,Discover,hcowterd2y@nsu.edu
6.15E+14,536,1,2029,Discover,wkimblenav@nsu.edu
6.04E+14,986,4,2024,Discover,oandreeiw@nsu.edu
6.30E+14,530,6,2031,Discover,whyndleyqt@nsu.edu
6.17E+14,150,12,2026,Discover,lbryceo@nsu.edu
6.69E+14,12,2,2031,Discover,ltully8v@nsu.edu
6.11E+14,229,3,2030,Discover,dosheilsbe@nsu.edu
6.21E+14,471,3,2026,Discover,wberthon1s@nsu.edu
6.98E+14,362,5,2024,Discover,cgabbatt8a@nsu.edu
6.84E+14,436,4,2029,Discover,ljeaffersonfr@nsu.edu
6.04E+14,885,6,2023,Discover,rbuchankl@nsu.edu
6.51E+14,961,9,2025,Discover,jjakellj@nsu.edu
6.11E+14,441,6,2026,Discover,amerritonga@nsu.edu
6.46E+14,45,12,2025,Discover,ahardsonh1@nsu.edu
6.10E+14,182,9,2031,Discover,rbayneq9@nsu.edu
6.22E+14,12,7,2023,Discover,jlabram9@nsu.edu
7.00E+14,66,6,2026,Discover,ksamwayes4r@nsu.edu
6.95E+14,327,7,2029,Discover,etregiddo3q@nsu.edu
7.00E+14,420,3,2031,Discover,mcallwayq2@nsu.edu
6.20E+14,499,1,2023,Discover,yrittmeyer16@nsu.edu
6.56E+14,538,4,2026,Discover,ymargarson1h@nsu.edu
6.85E+14,135,12,2030,Discover,mtaggett9k@nsu.edu
6.45E+14,923,7,2026,Discover,greadettlb@nsu.edu
6.01E+14,167,10,2027,Discover,tmartenpa@nsu.edu
6.93E+14,876,3,2025,Discover,ddurrell3i@nsu.edu
6.41E+14,842,6,2028,Discover,mlinggard43@nsu.edu
6.84E+14,868,7,2027,Discover,rkubeckapk@nsu.edu
6.05E+14,480,5,2029,Discover,wsummerlee4g@nsu.edu
6.96E+14,976,7,2030,Discover,ktrehearne68@nsu.edu
6.10E+14,165,8,2032,Discover,hpuleque1u@nsu.edu
6.55E+14,219,11,2028,Discover,pbartomeu7b@nsu.edu
6.81E+14,11,4,2023,Discover,oflahiveif@nsu.edu
6.77E+14,79,7,2023,Discover,ecritchellop@nsu.edu
6.90E+14,59,4,2032,Discover,iportchap@nsu.edu
6.90E+14,117,9,2030,Discover,wmcallen2f@nsu.edu
6.88E+14,377,2,2029,Discover,hbartalucci2y@nsu.edu
6.40E+14,667,6,2032,Discover,sshaudfurth87@nsu.edu
6.24E+14,411,12,2029,Discover,eitscowicz7m@nsu.edu
6.68E+14,785,6,2029,Discover,btwaitsb4@nsu.edu
6.80E+14,892,5,2025,Discover,dpaddock4g@nsu.edu
6.80E+14,73,6,2030,Discover,rroyle95@nsu.edu
6.19E+14,114,2,2030,Discover,ablenkinsopqi@nsu.edu
6.56E+14,390,3,2032,Discover,vdreakin4h@nsu.edu
6.87E+14,28,11,2023,Discover,mloveringbg@nsu.edu
6.75E+14,838,11,2032,Discover,eorrick96@nsu.edu
6.63E+14,234,8,2023,Discover,mcrumlyfk@nsu.edu
6.14E+14,775,11,2024,Discover,aridolfofl@nsu.edu
6.47E+14,332,6,2026,Discover,mdawidowsky5a@nsu.edu
6.57E+14,812,9,2023,Discover,parcher6t@nsu.edu
6.44E+14,803,4,2028,Discover,bbrommage7r@nsu.edu
6.18E+14,744,8,2027,Discover,elaverock85@nsu.edu
6.18E+14,813,10,2029,Discover,ahaskerjg@nsu.edu
6.67E+14,902,3,2023,Discover,jcoots1v@nsu.edu
6.67E+14,220,11,2025,Discover,twyldc8@nsu.edu
6.91E+14,138,10,2029,Discover,etrewettkr@nsu.edu
6.45E+14,384,9,2026,Discover,rmonckmanls@nsu.edu
6.92E+14,563,10,2024,Discover,gmcfeat20@nsu.edu
6.47E+14,30,2,2027,Discover,rmullallya0@nsu.edu
6.76E+14,219,2,2026,Discover,amorrant2h@nsu.edu
6.49E+14,29,4,2028,Discover,garmer59@nsu.edu
6.79E+14,726,5,2024,Discover,ghalvorsen95@nsu.edu
6.20E+14,588,11,2031,Discover,bgladbeckeu@nsu.edu
6.55E+14,290,12,2031,Discover,dparlettkw@nsu.edu
6.61E+14,575,3,2028,Discover,jvernhamc@nsu.edu
6.69E+14,705,10,2031,Discover,zgillatt18@nsu.edu
6.45E+14,682,1,2029,Discover,hjoao7l@nsu.edu
6.93E+14,442,7,2024,Discover,ccantyij@nsu.edu
6.21E+14,739,8,2030,Discover,uitzchaky55@nsu.edu
6.11E+14,317,2,2027,Discover,spacqueta6@nsu.edu
6.92E+14,828,8,2024,Discover,qkilbornc2@nsu.edu
6.87E+14,664,12,2025,Discover,dbalaisot1v@nsu.edu
6.28E+14,887,9,2026,Discover,lcanhambk@nsu.edu
6.50E+14,185,10,2025,Discover,cbacop16@nsu.edu
6.42E+14,302,8,2029,Discover,mbromagef5@nsu.edu
6.03E+14,462,11,2025,Discover,fdainton3j@nsu.edu
6.90E+14,476,5,2026,Discover,gbrogi78@nsu.edu
6.93E+14,269,2,2024,Discover,kabbatini9j@nsu.edu
4.97E+14,601,3,2024,Visa,fbraybrook65@nsu.edu
4.26E+14,959,3,2024,Visa,agaize8c@nsu.edu
4.92E+14,466,9,2023,Visa,fewbanks5i@nsu.edu
4.22E+14,749,10,2023,Visa,hhehll3@nsu.edu
4.93E+14,533,6,2032,Visa,cdarth67@nsu.edu
4.66E+14,294,8,2032,Visa,isherrumcm@nsu.edu
4.74E+14,773,6,2026,Visa,amcguirkdv@nsu.edu
4.15E+14,539,3,2028,Visa,cpatersonj2@nsu.edu
4.02E+14,798,12,2026,Visa,reddieq7@nsu.edu
4.30E+14,134,8,2030,Visa,rgwilliam5k@nsu.edu
4.58E+14,785,9,2027,Visa,lmellorag@nsu.edu
4.78E+14,471,10,2031,Visa,agiddense3@nsu.edu
4.60E+14,748,4,2026,Visa,jjewettjh@nsu.edu
4.33E+14,142,11,2029,Visa,oreppaportr0@nsu.edu
4.47E+14,101,2,2029,Visa,asommerville7i@nsu.edu
4.38E+14,592,10,2024,Visa,rcahey2n@nsu.edu
4.38E+14,731,5,2023,Visa,mfears3l@nsu.edu
4.06E+14,831,12,2024,Visa,dsagg6r@nsu.edu
4.08E+14,272,3,2031,Visa,mwhitlow8i@nsu.edu
4.95E+14,188,11,2032,Visa,jblanchflower8u@nsu.edu
4.56E+14,356,10,2027,Visa,cheersl5@nsu.edu
4.47E+14,905,4,2026,Visa,jcurstonor@nsu.edu
4.87E+14,117,8,2027,Visa,jvakhlovrk@nsu.edu
4.72E+14,441,7,2028,Visa,tfoley51@nsu.edu
4.52E+14,662,11,2028,Visa,dhayne8q@nsu.edu
5.00E+14,860,10,2030,Visa,hklausends@nsu.edu
4.74E+14,582,7,2031,Visa,eourticed@nsu.edu
4.18E+14,417,5,2023,Visa,sgarfordm5@nsu.edu
4.78E+14,823,3,2032,Visa,bsaycen8@nsu.edu
4.59E+14,305,4,2031,Visa,bbernardeschipj@nsu.edu
4.29E+14,556,10,2026,Visa,psawney3i@nsu.edu
4.48E+14,817,3,2032,Visa,sslyfordpz@nsu.edu
4.79E+14,434,2,2024,Visa,csandsgo@nsu.edu
4.43E+14,501,2,2027,Visa,cgregoirejl@nsu.edu
4.35E+14,930,1,2026,Visa,rpointinmb@nsu.edu
4.14E+14,942,12,2028,Visa,sconen2q@nsu.edu
4.50E+14,881,7,2027,Visa,asenior9k@nsu.edu
4.88E+14,399,5,2024,Visa,csheere5@nsu.edu
4.99E+14,424,4,2023,Visa,vlazarusks@nsu.edu
4.12E+14,670,12,2023,Visa,arubertelli0@nsu.edu
4.31E+14,402,7,2025,Visa,kredwooda6@nsu.edu
4.19E+14,526,11,2029,Visa,cderringtonbg@nsu.edu
4.49E+14,563,1,2027,Visa,rscroxtoncf@nsu.edu
4.44E+14,989,10,2028,Visa,bbiaggettihw@nsu.edu
4.08E+14,907,5,2024,Visa,eseatterpq@nsu.edu
4.83E+14,215,1,2029,Visa,zstrodder8d@nsu.edu
4.85E+14,751,3,2026,Visa,iswyera0@nsu.edu
4.39E+14,868,3,2029,Visa,mtuftgd@nsu.edu
4.73E+14,947,11,2028,Visa,khounihann1@nsu.edu
4.72E+14,969,5,2025,Visa,rwoofindeno1@nsu.edu
4.77E+14,209,9,2029,Visa,abastoneoc@nsu.edu
4.50E+14,84,1,2025,Visa,mgriffengn@nsu.edu
4.44E+14,450,5,2025,Visa,mswateridgehb@nsu.edu
4.63E+14,700,10,2025,Visa,nshirland2d@nsu.edu
4.75E+14,774,5,2029,Visa,mmarsiean@nsu.edu
4.06E+14,622,7,2027,Visa,klefebreby@nsu.edu
4.61E+14,689,5,2032,Visa,awhiskerd2s@nsu.edu
4.23E+14,714,11,2029,Visa,meddington5e@nsu.edu
4.81E+14,378,6,2029,Visa,gbernadon7c@nsu.edu
4.34E+14,676,6,2030,Visa,cabrami9z@nsu.edu
4.16E+14,931,10,2025,Visa,bchaplingak@nsu.edu
4.09E+14,946,6,2030,Visa,pcosinsi7@nsu.edu
4.96E+14,696,3,2027,Visa,gfriedmanim@nsu.edu
4.40E+14,129,8,2025,Visa,dmaccolek4@nsu.edu
4.60E+14,21,2,2025,Visa,pcloughp@nsu.edu
4.47E+14,840,8,2023,Visa,wbidewell18@nsu.edu
4.38E+14,196,9,2030,Visa,lrosenberger6o@nsu.edu
4.64E+14,609,3,2031,Visa,dcavilla7@nsu.edu
4.04E+14,905,8,2029,Visa,clochet6i@nsu.edu
4.12E+14,922,8,2025,Visa,kpatullogj@nsu.edu
4.63E+14,635,6,2026,Visa,sgristo9@nsu.edu
4.40E+14,462,4,2029,Visa,rcayton5r@nsu.edu
4.52E+14,854,8,2023,Visa,mshopcott6a@nsu.edu
4.38E+14,294,7,2030,Visa,jlush8q@nsu.edu
4.32E+14,404,9,2024,Visa,rgrigoryevbu@nsu.edu
4.15E+14,930,5,2031,Visa,tmountneyls@nsu.edu
4.33E+14,980,10,2030,Visa,cmardoll2z@nsu.edu
4.39E+14,530,2,2030,Visa,hhealeyfd@nsu.edu
4.53E+14,10,8,2023,Visa,dchallisid@nsu.edu
4.90E+14,52,9,2023,Visa,alonginaqe@nsu.edu
4.67E+14,799,10,2030,Visa,ncolbran9y@nsu.edu
4.76E+14,41,8,2032,Visa,croggero2m@nsu.edu
4.71E+14,648,7,2029,Visa,gspeakedo@nsu.edu
4.02E+14,379,10,2027,Visa,breymersoy@nsu.edu
4.07E+14,223,1,2029,Visa,eeykel23@nsu.edu
4.94E+14,832,10,2030,Visa,cdavinet6d@nsu.edu
4.16E+14,56,12,2027,Visa,bbartkowiak6t@nsu.edu
4.71E+14,883,8,2031,Visa,elortzqt@nsu.edu
4.39E+14,906,1,2028,Visa,fgreedy45@nsu.edu
4.83E+14,946,11,2023,Visa,qharbinkj@nsu.edu
4.45E+14,613,12,2024,Visa,gcheako2@nsu.edu
4.53E+14,225,3,2029,Visa,jbeckson6x@nsu.edu
4.22E+14,687,5,2032,Visa,iholdall8o@nsu.edu
4.25E+14,943,12,2027,Visa,vrissonh@nsu.edu
4.22E+14,255,9,2031,Visa,tmacgill4l@nsu.edu
4.70E+14,111,2,2028,Visa,cgarrowfw@nsu.edu
4.39E+14,217,1,2027,Visa,jpearcyr1@nsu.edu
4.93E+14,126,4,2023,Visa,febbensa9@nsu.edu
4.34E+14,740,10,2024,Visa,eovenden5y@nsu.edu
4.49E+14,506,4,2030,Visa,itousy89@nsu.edu
4.33E+14,940,6,2025,Visa,bottewella2@nsu.edu
4.31E+14,402,11,2023,Visa,ehuychem4@nsu.edu
4.99E+14,182,12,2029,Visa,lblanninoj@nsu.edu
4.06E+14,712,1,2029,Visa,ltortispi@nsu.edu
4.58E+14,473,1,2030,Visa,thamlyn1y@nsu.edu
4.24E+14,957,6,2029,Visa,adumbell2v@nsu.edu
4.31E+14,313,6,2030,Visa,drigg8u@nsu.edu
4.12E+14,917,6,2031,Visa,vcoslittlr@nsu.edu
4.20E+14,744,2,2025,Visa,cdullardbp@nsu.edu
4.26E+14,616,2,2031,Visa,alaysondi@nsu.edu
4.99E+14,546,9,2023,Visa,rstanwixm3@nsu.edu
4.28E+14,886,12,2025,Visa,akeslakecv@nsu.edu
4.48E+14,881,6,2032,Visa,clinkedf@nsu.edu
4.70E+14,312,11,2024,Visa,msearbykp@nsu.edu
4.19E+14,992,7,2028,Visa,rmcwhin4i@nsu.edu
4.28E+14,420,1,2023,Visa,lkissock9p@nsu.edu
4.84E+14,845,10,2030,Visa,cswitlandcn@nsu.edu
4.85E+14,509,7,2029,Visa,qdockseyk4@nsu.edu
4.87E+14,249,11,2031,Visa,sblofieldke@nsu.edu
4.04E+14,537,2,2029,Visa,pbottond9@nsu.edu
4.52E+14,479,2,2024,Visa,edoyleyge@nsu.edu
4.68E+14,865,8,2029,Visa,mpele9c@nsu.edu
4.50E+14,856,7,2031,Visa,mderricoatfq@nsu.edu
4.80E+14,655,12,2028,Visa,ebullardig@nsu.edu
4.54E+14,251,10,2023,Visa,ccressy6d@nsu.edu
4.13E+14,536,11,2026,Visa,zalelsandrovich87@nsu.edu
4.13E+14,19,5,2027,Visa,lcharnleybm@nsu.edu
4.33E+14,933,9,2031,Visa,apeoplemk@nsu.edu
4.36E+14,576,6,2028,Visa,fscowcroft3g@nsu.edu
4.08E+14,453,8,2031,Visa,srowling81@nsu.edu
4.48E+14,16,9,2032,Visa,lsprayio@nsu.edu
4.85E+14,713,9,2025,Visa,brussanmm@nsu.edu
4.13E+14,172,3,2023,Visa,dallcroftan@nsu.edu
4.20E+14,10,12,2025,Visa,ehansmanz@nsu.edu
4.80E+14,4,1,2026,Visa,llillow7b@nsu.edu
4.50E+14,797,10,2031,Visa,schivrall6x@nsu.edu
4.17E+14,391,1,2024,Visa,rstogillcl@nsu.edu
4.64E+14,879,7,2025,Visa,jbarnacloughl2@nsu.edu
4.95E+14,628,11,2027,Visa,ceydeniz@nsu.edu
4.17E+14,304,1,2024,Visa,ublunderfieldlo@nsu.edu
4.33E+14,434,7,2023,Visa,hmorenaob@nsu.edu
4.27E+14,26,9,2028,Visa,dswannackcg@nsu.edu
4.34E+14,489,10,2030,Visa,faisman1g@nsu.edu
4.27E+14,660,11,2032,Visa,vblackford7w@nsu.edu
4.41E+14,668,8,2028,Visa,nconsidinegv@nsu.edu
4.51E+14,199,7,2032,Visa,sfrancklyn5l@nsu.edu
4.88E+14,687,4,2026,Visa,tbryden8b@nsu.edu
4.09E+14,517,2,2026,Visa,rwomack49@nsu.edu
4.49E+14,922,1,2024,Visa,lbissill4o@nsu.edu
4.82E+14,421,4,2025,Visa,mriddler55@nsu.edu
4.35E+14,773,4,2032,Visa,wbrierly85@nsu.edu
4.35E+14,844,8,2026,Visa,vearwickerw@nsu.edu
4.84E+14,236,1,2027,Visa,wmeads9s@nsu.edu
4.37E+14,828,1,2030,Visa,llewsam4x@nsu.edu
4.12E+14,43,6,2027,Visa,ctowllf@nsu.edu
4.74E+14,601,2,2025,Visa,hleroy7s@nsu.edu
4.15E+14,919,5,2025,Visa,bquarlesaj@nsu.edu
4.01E+14,271,12,2028,Visa,strenamanhu@nsu.edu
4.51E+14,359,8,2032,Visa,igaskinpn@nsu.edu
4.18E+14,826,10,2027,Visa,dcrookd3@nsu.edu
4.38E+14,32,11,2028,Visa,orussamh3@nsu.edu
4.30E+14,538,10,2023,Visa,kpoleyl9@nsu.edu
4.64E+14,711,7,2023,Visa,jscanterburynr@nsu.edu
4.80E+14,410,3,2026,Visa,bhyndley4s@nsu.edu
4.38E+14,37,8,2030,Visa,lpitkinl@nsu.edu
4.13E+14,844,9,2027,Visa,vfuenteslr@nsu.edu
4.96E+14,243,7,2029,Visa,tberesfordp4@nsu.edu
4.40E+14,441,8,2028,Visa,flumsdaine65@nsu.edu
4.28E+14,845,11,2025,Visa,episcopo66@nsu.edu
4.08E+14,268,4,2032,Visa,hsteanyngrg@nsu.edu
4.05E+14,77,11,2026,Visa,bposchel30@nsu.edu
4.67E+14,644,6,2027,Visa,amccolgan7f@nsu.edu
4.88E+14,323,12,2031,Visa,rkorneichikbg@nsu.edu
4.05E+14,697,7,2032,Visa,llerenc@nsu.edu
4.12E+14,163,10,2032,Visa,csmalridgek0@nsu.edu
4.32E+14,328,3,2025,Visa,bstearn47@nsu.edu
4.77E+14,938,10,2032,Visa,hbickell13@nsu.edu
4.97E+14,57,6,2032,Visa,tmorrottq9@nsu.edu
4.30E+14,699,6,2026,Visa,eredpathdk@nsu.edu
4.65E+14,208,6,2032,Visa,hspoerlej@nsu.edu
4.47E+14,5,10,2032,Visa,ptebbuttf9@nsu.edu
4.48E+14,451,12,2031,Visa,ftrasslerr3@nsu.edu
4.13E+14,805,1,2032,Visa,uredmore4l@nsu.edu
4.48E+14,566,12,2026,Visa,vscamel4u@nsu.edu
4.08E+14,482,3,2028,Visa,mwalrond6y@nsu.edu
4.41E+14,702,3,2025,Visa,dbrinkworth7i@nsu.edu
4.02E+14,979,8,2027,Visa,cgabeyeb@nsu.edu
4.09E+14,104,9,2025,Visa,eolyfatef@nsu.edu
4.39E+14,243,12,2027,Visa,ajosskovizi@nsu.edu
4.64E+14,895,2,2025,Visa,bgodfreyo@nsu.edu
4.28E+14,279,3,2031,Visa,gsteffens80@nsu.edu
4.88E+14,930,9,2026,Visa,cdeinhardtay@nsu.edu
4.89E+14,582,4,2030,Visa,aswendellbr@nsu.edu
4.63E+14,719,1,2031,Visa,mgaywood1i@nsu.edu
4.90E+14,15,6,2032,Visa,hshippu@nsu.edu
4.59E+14,629,6,2024,Visa,kkilgallen33@nsu.edu
4.53E+14,379,2,2026,Visa,mcock67@nsu.edu
4.48E+14,710,9,2027,Visa,acokev@nsu.edu
4.05E+14,134,4,2030,Visa,sohairecu@nsu.edu
4.53E+14,180,5,2023,Visa,tendricinp@nsu.edu
4.45E+14,232,10,2030,Visa,wschwandermann3u@nsu.edu
4.36E+14,83,4,2029,Visa,jgrastye8d@nsu.edu
4.86E+14,698,1,2032,Visa,traschb1@nsu.edu
4.70E+14,892,1,2024,Visa,splewsj8@nsu.edu
4.94E+14,731,9,2027,Visa,mwitton2i@nsu.edu
4.38E+14,498,7,2025,Visa,dborlesdz@nsu.edu
4.35E+14,163,10,2032,Visa,carkwrightoh@nsu.edu
4.09E+14,750,7,2030,Visa,dpybworthqp@nsu.edu
4.92E+14,498,7,2031,Visa,rlemmen5e@nsu.edu
4.66E+14,214,2,2030,Visa,sboostmd@nsu.edu
4.13E+14,245,11,2028,Visa,rwoodfordnd@nsu.edu
4.42E+14,39,7,2023,Visa,rheinecke44@nsu.edu
4.00E+14,469,3,2025,Visa,btomashov6n@nsu.edu
4.48E+14,125,4,2032,Visa,pcamollie4@nsu.edu
4.28E+14,242,2,2031,Visa,mkinchleyet@nsu.edu
4.83E+14,389,1,2025,Visa,ebarthelet7u@nsu.edu
4.34E+14,471,7,2028,Visa,gconstantine90@nsu.edu
4.70E+14,447,8,2024,Visa,lstuddeard7r@nsu.edu
4.46E+14,387,1,2030,Visa,ckenion7y@nsu.edu
4.04E+14,17,1,2023,Visa,rblaaschp1@nsu.edu
4.92E+14,810,9,2031,Visa,lchismon4f@nsu.edu
4.50E+14,932,1,2027,Visa,kthunderchief7m@nsu.edu
4.72E+14,102,8,2025,Visa,mpargentpn@nsu.edu
4.99E+14,234,1,2028,Visa,ageillg@nsu.edu
4.95E+14,796,7,2032,Visa,sshewry3e@nsu.edu
4.39E+14,800,10,2028,Visa,olenox5j@nsu.edu
4.00E+14,379,5,2026,Visa,ivittetob@nsu.edu
4.85E+14,709,7,2026,Visa,qkalvin2e@nsu.edu
4.67E+14,860,11,2025,Visa,phullahfr@nsu.edu
4.16E+14,663,8,2027,Visa,lgillfillang3@nsu.edu
4.01E+14,532,1,2027,Visa,alettsongh@nsu.edu
4.97E+14,439,1,2023,Visa,cbaggalleymo@nsu.edu
4.84E+14,402,4,2027,Visa,pvitet6o@nsu.edu
4.24E+14,56,9,2027,Visa,ihanfrey8j@nsu.edu
4.61E+14,45,2,2027,Visa,rervinql@nsu.edu
4.24E+14,100,12,2024,Visa,bossenna8t@nsu.edu
4.37E+14,536,7,2030,Visa,tplutherot@nsu.edu
4.38E+14,342,6,2026,Visa,pboundey37@nsu.edu
4.63E+14,894,7,2028,Visa,jproppersbt@nsu.edu
4.37E+14,981,8,2024,Visa,bstaubyndf@nsu.edu
4.81E+14,806,9,2030,Visa,oyarkeriz@nsu.edu
4.34E+14,891,5,2027,Visa,hglasscockj6@nsu.edu
4.77E+14,744,9,2023,Visa,jmcdill6l@nsu.edu
4.79E+14,313,2,2032,Visa,lfosh8i@nsu.edu
4.80E+14,398,6,2028,Visa,eganforthe99@nsu.edu
4.17E+14,589,12,2029,Visa,cmoratem@nsu.edu
4.38E+14,973,6,2023,Visa,aalbongy@nsu.edu
4.01E+14,313,8,2029,Visa,ajiggenj5@nsu.edu
4.94E+14,181,5,2030,Visa,rroeoc@nsu.edu
4.29E+14,708,6,2032,Visa,tdomingues1a@nsu.edu
4.16E+14,299,6,2030,Visa,mnewmanhy@nsu.edu
4.18E+14,779,9,2027,Visa,vlardnarkr@nsu.edu
4.49E+14,220,4,2024,Visa,cinesonpw@nsu.edu
4.07E+14,29,3,2031,Visa,tgiraudouxgv@nsu.edu
4.57E+14,192,11,2025,Visa,csarjeantph@nsu.edu
4.98E+14,77,6,2025,Visa,agoly4g@nsu.edu
4.45E+14,182,8,2024,Visa,jspraggon8f@nsu.edu
4.66E+14,419,7,2026,Visa,kstretepe@nsu.edu
4.55E+14,100,7,2023,Visa,asandhill7h@nsu.edu
4.91E+14,571,4,2023,Visa,emallinder9k@nsu.edu
4.40E+14,543,11,2032,Visa,lknockcj@nsu.edu
4.94E+14,145,9,2031,Visa,osprowles26@nsu.edu
4.27E+14,428,11,2031,Visa,eheake32@nsu.edu
4.91E+14,863,8,2029,Visa,rkorneev47@nsu.edu
4.36E+14,299,5,2023,Visa,gwayeei@nsu.edu
4.96E+14,191,6,2023,Visa,jbullardh6@nsu.edu
4.96E+14,983,2,2023,Visa,bjerratschpd@nsu.edu
4.67E+14,541,12,2025,Visa,ccaldeiropf@nsu.edu
4.46E+14,416,8,2031,Visa,tlamport85@nsu.edu
4.24E+14,593,2,2024,Visa,cfrenzelpp@nsu.edu
4.63E+14,906,3,2032,Visa,rcorzor6k@nsu.edu
4.18E+14,797,4,2032,Visa,farchellbh@nsu.edu
4.46E+14,0,3,2027,Visa,tsolman25@nsu.edu
4.87E+14,103,10,2028,Visa,epeirpoint9z@nsu.edu
4.65E+14,281,8,2023,Visa,kghionebi@nsu.edu
4.03E+14,761,11,2025,Visa,kleucharsgw@nsu.edu
4.40E+14,295,4,2032,Visa,pbickleynb@nsu.edu
4.75E+14,859,8,2030,Visa,agislebert84@nsu.edu
4.40E+14,405,7,2027,Visa,adenisovoaz@nsu.edu
4.77E+14,273,7,2031,Visa,kfullilove86@nsu.edu
4.88E+14,41,7,2029,Visa,bitshakeq@nsu.edu
4.04E+14,807,2,2023,Visa,jducketr2@nsu.edu
4.30E+14,287,12,2025,Visa,sbeauvais3p@nsu.edu
4.87E+14,643,7,2030,Visa,bbywaters2y@nsu.edu
4.56E+14,258,12,2024,Visa,heastcott3o@nsu.edu
4.64E+14,476,1,2027,Visa,gmackall4z@nsu.edu
4.18E+14,744,4,2028,Visa,rdellenbroker6c@nsu.edu
4.27E+14,446,5,2025,Visa,tmintoffpx@nsu.edu
4.28E+14,722,12,2024,Visa,pkirklandrq@nsu.edu
4.35E+14,951,8,2023,Visa,gabdee9z@nsu.edu
4.22E+14,416,1,2024,Visa,adurandb1@nsu.edu
4.20E+14,599,8,2025,Visa,egaynsfordbe@nsu.edu
4.38E+14,900,10,2026,Visa,kdreakinmb@nsu.edu
4.21E+14,241,1,2029,Visa,klongfortho6@nsu.edu
4.77E+14,735,11,2031,Visa,ddimeo53@nsu.edu
4.65E+14,202,6,2026,Visa,wfranzenct@nsu.edu
4.02E+14,65,10,2032,Visa,phumburtonaa@nsu.edu
4.76E+14,81,7,2028,Visa,hgoolden4t@nsu.edu
4.61E+14,137,7,2027,Visa,jberntjd@nsu.edu
4.19E+14,953,12,2032,Visa,ilamminll@nsu.edu
4.45E+14,513,4,2032,Visa,kurwenmk@nsu.edu
4.82E+14,745,10,2024,Visa,fpaolacci4j@nsu.edu
4.70E+14,140,9,2029,Visa,gtoynbeequ@nsu.edu
4.44E+14,15,12,2027,Visa,hgoadbie24@nsu.edu
4.60E+14,57,2,2028,Visa,zdikles9p@nsu.edu
4.80E+14,660,7,2030,Visa,ybeneytoac@nsu.edu
4.09E+14,409,8,2027,Visa,myork4u@nsu.edu
4.42E+14,773,1,2029,Visa,aalbers7g@nsu.edu
4.48E+14,324,1,2029,Visa,mmacalasterdr@nsu.edu
4.01E+14,309,2,2030,Visa,bparkenl7@nsu.edu
4.82E+14,282,2,2026,Visa,dsibbons49@nsu.edu
